event_id,account_id,event_type,quantity,event_timestamp,source_system
707b9b60-d68,ACC-002,compute_minutes,961,2025-07-02T23:04:00,product_telemetry
c13203da-fe3,ACC-002,api_call,961,2025-07-01T15:52:00,product_telemetry
95739a1d-147,ACC-002,data_processed_gb,961,2025-07-02T02:50:00,product_telemetry
45ecac32-4b7,ACC-002,compute_minutes,961,2025-07-02T12:43:00,product_telemetry
abdf6617-ebd,ACC-002,api_call,961,2025-07-01T02:34:00,product_telemetry
c2147b99-40e,ACC-002,data_processed_gb,960,2025-06-30T17:02:00,product_telemetry
17346f50-f45,ACC-002,compute_minutes,961,2025-07-01T02:57:00,product_telemetry
1f850712-919,ACC-002,api_call,960,2025-06-30T04:42:00,product_telemetry
bea1d9ee-2fe,ACC-002,data_processed_gb,961,2025-06-29T21:20:00,product_telemetry
cf8779ee-e77,ACC-002,compute_minutes,961,2025-06-30T11:28:00,product_telemetry
0320c637-e9f,ACC-002,api_call,961,2025-06-29T07:11:00,product_telemetry
90eae358-b65,ACC-002,data_processed_gb,961,2025-06-28T17:49:00,product_telemetry
ae6b3554-88f,ACC-002,compute_minutes,961,2025-06-29T10:22:00,product_telemetry
20f7af1e-c30,ACC-002,api_call,961,2025-06-28T08:26:00,product_telemetry
24622ba3-946,ACC-002,data_processed_gb,961,2025-06-28T03:05:00,product_telemetry
e5ca90c3-7f0,ACC-002,compute_minutes,961,2025-06-28T03:08:00,product_telemetry
71390b26-6c8,ACC-002,api_call,961,2025-06-26T16:09:00,product_telemetry
7293065d-2cc,ACC-002,data_processed_gb,961,2025-06-27T04:43:00,product_telemetry
8a20b8de-34c,ACC-002,compute_minutes,961,2025-06-26T16:16:00,product_telemetry
d06116ae-45d,ACC-002,api_call,961,2025-06-25T15:37:00,product_telemetry
9a1c586f-bd4,ACC-002,data_processed_gb,961,2025-06-26T10:26:00,product_telemetry
40f5c044-b51,ACC-002,compute_minutes,961,2025-06-25T19:38:00,product_telemetry
a792abe9-5ac,ACC-002,api_call,960,2025-06-25T10:00:00,product_telemetry
ce9716ec-922,ACC-002,data_processed_gb,961,2025-06-25T09:27:00,product_telemetry
3f01ba34-060,ACC-002,compute_minutes,961,2025-06-25T04:37:00,product_telemetry
0c0edd3f-615,ACC-002,api_call,961,2025-06-23T22:34:00,product_telemetry
868ac305-f03,ACC-002,data_processed_gb,961,2025-06-24T03:02:00,product_telemetry
76c8f0f8-645,ACC-002,compute_minutes,961,2025-06-24T08:54:00,product_telemetry
20dcde2c-844,ACC-002,api_call,960,2025-06-23T07:51:00,product_telemetry
3af1d283-902,ACC-002,data_processed_gb,961,2025-06-22T21:46:00,product_telemetry
23b6f100-90a,ACC-002,compute_minutes,961,2025-06-23T07:10:00,product_telemetry
b37bab61-a73,ACC-002,api_call,960,2025-06-21T20:21:00,product_telemetry
7548a131-579,ACC-002,data_processed_gb,960,2025-06-21T15:07:00,product_telemetry
8b3600e0-58e,ACC-002,compute_minutes,961,2025-06-21T21:06:00,product_telemetry
d8dce759-86c,ACC-002,api_call,961,2025-06-20T20:15:00,product_telemetry
c8e32b44-026,ACC-002,data_processed_gb,961,2025-06-20T20:16:00,product_telemetry
c00238c5-87a,ACC-002,compute_minutes,961,2025-06-21T10:34:00,product_telemetry
d86d6360-02a,ACC-002,api_call,961,2025-06-19T23:02:00,product_telemetry
c9f4753a-4f5,ACC-002,data_processed_gb,961,2025-06-20T11:53:00,product_telemetry
82ead2e3-a7c,ACC-002,compute_minutes,961,2025-06-20T09:01:00,product_telemetry
8ab945aa-804,ACC-002,api_call,961,2025-06-19T13:30:00,product_telemetry
6487d516-b56,ACC-002,data_processed_gb,961,2025-06-19T02:41:00,product_telemetry
e057d188-ff8,ACC-002,compute_minutes,961,2025-06-18T15:37:00,product_telemetry
8a1dca61-6ad,ACC-002,api_call,961,2025-06-18T09:08:00,product_telemetry
590b313c-37c,ACC-002,data_processed_gb,961,2025-06-17T23:04:00,product_telemetry
0272a0fc-7b3,ACC-002,compute_minutes,960,2025-06-17T18:27:00,product_telemetry
4133b7dd-000,ACC-002,api_call,960,2025-06-17T03:49:00,product_telemetry
04b29780-df3,ACC-002,data_processed_gb,961,2025-06-16T15:41:00,product_telemetry
824c81e0-735,ACC-002,compute_minutes,961,2025-06-17T13:13:00,product_telemetry
bc51bafb-cc4,ACC-002,api_call,960,2025-06-16T10:46:00,product_telemetry
dbf785f6-ad5,ACC-002,data_processed_gb,961,2025-06-16T09:06:00,product_telemetry
0e6e31df-35b,ACC-002,compute_minutes,961,2025-06-15T15:51:00,product_telemetry
08bc2a52-b5f,ACC-002,api_call,961,2025-06-14T15:46:00,product_telemetry
72e9929a-486,ACC-002,data_processed_gb,961,2025-06-15T04:52:00,product_telemetry
de16dfa8-c0a,ACC-002,compute_minutes,961,2025-06-15T07:52:00,product_telemetry
28c9408a-15b,ACC-002,api_call,961,2025-06-14T11:33:00,product_telemetry
e5420019-460,ACC-002,data_processed_gb,961,2025-06-13T15:12:00,product_telemetry
12f8411e-af2,ACC-002,compute_minutes,961,2025-06-14T10:56:00,product_telemetry
d0e5537c-608,ACC-002,api_call,961,2025-06-13T13:11:00,product_telemetry
32cafcd3-30e,ACC-002,data_processed_gb,961,2025-06-12T22:12:00,product_telemetry
53a11c17-f6d,ACC-002,compute_minutes,961,2025-06-13T00:58:00,product_telemetry
33ad7e31-50c,ACC-002,api_call,961,2025-06-12T07:54:00,product_telemetry
16619fb3-b77,ACC-002,data_processed_gb,961,2025-06-12T12:10:00,product_telemetry
3288d09d-f3e,ACC-002,compute_minutes,960,2025-06-11T16:28:00,product_telemetry
db2c35ea-421,ACC-002,api_call,960,2025-06-10T19:57:00,product_telemetry
fd7c79ef-e0b,ACC-002,data_processed_gb,961,2025-06-10T22:53:00,product_telemetry
6b9e676b-a67,ACC-002,compute_minutes,961,2025-06-11T05:58:00,product_telemetry
a81f2ef0-f2b,ACC-003,api_call,4889,2025-07-10T09:00:00,product_telemetry
4f6ae38c-9ae,ACC-003,data_processed_gb,4888,2025-07-09T16:29:00,product_telemetry
1c1d5eb0-102,ACC-003,compute_minutes,4889,2025-07-09T16:54:00,product_telemetry
6a5205ba-28c,ACC-003,api_call,4889,2025-07-09T01:32:00,product_telemetry
64ffd9f9-a0d,ACC-003,data_processed_gb,4889,2025-07-08T21:18:00,product_telemetry
a4d1b48a-359,ACC-003,compute_minutes,4889,2025-07-08T16:55:00,product_telemetry
23dcaabc-b8d,ACC-003,api_call,4889,2025-07-08T10:51:00,product_telemetry
204404f1-914,ACC-003,data_processed_gb,4889,2025-07-08T01:35:00,product_telemetry
dbf313e1-32e,ACC-003,compute_minutes,4889,2025-07-07T15:23:00,product_telemetry
40600db4-e38,ACC-003,api_call,4889,2025-07-07T10:13:00,product_telemetry
a73d8575-8e2,ACC-003,data_processed_gb,4889,2025-07-07T08:56:00,product_telemetry
1b965066-4a6,ACC-003,compute_minutes,4889,2025-07-07T02:48:00,product_telemetry
52cd9767-31f,ACC-003,api_call,4888,2025-07-06T03:48:00,product_telemetry
2d860161-ef3,ACC-003,data_processed_gb,4889,2025-07-05T18:06:00,product_telemetry
25f8c852-92e,ACC-003,compute_minutes,4889,2025-07-06T01:53:00,product_telemetry
16e270ca-570,ACC-003,api_call,4889,2025-07-05T06:07:00,product_telemetry
2cc8f2de-e45,ACC-003,data_processed_gb,4889,2025-07-05T00:14:00,product_telemetry
93d08625-561,ACC-003,compute_minutes,4889,2025-07-04T22:43:00,product_telemetry
42245afd-bfe,ACC-003,api_call,4889,2025-07-03T15:11:00,product_telemetry
00f688dc-3b0,ACC-003,data_processed_gb,4889,2025-07-03T19:23:00,product_telemetry
90e3a896-944,ACC-003,compute_minutes,4889,2025-07-04T05:12:00,product_telemetry
2004b811-cc5,ACC-003,api_call,4889,2025-07-02T17:35:00,product_telemetry
2bf77564-100,ACC-003,data_processed_gb,4889,2025-07-03T02:30:00,product_telemetry
14c8c1c6-518,ACC-003,compute_minutes,4889,2025-07-02T16:22:00,product_telemetry
da8a2d45-347,ACC-003,api_call,4889,2025-07-02T01:29:00,product_telemetry
67145abd-2bd,ACC-003,data_processed_gb,4889,2025-07-01T21:43:00,product_telemetry
fdb60b5d-386,ACC-003,compute_minutes,4889,2025-07-02T09:11:00,product_telemetry
516f5678-974,ACC-003,api_call,4888,2025-06-30T23:54:00,product_telemetry
c85af760-334,ACC-003,data_processed_gb,4889,2025-07-01T10:44:00,product_telemetry
956beae4-478,ACC-003,compute_minutes,4889,2025-06-30T22:29:00,product_telemetry
adc6864c-7ce,ACC-003,api_call,4888,2025-06-30T06:20:00,product_telemetry
2616af95-621,ACC-003,data_processed_gb,4889,2025-06-30T09:59:00,product_telemetry
b6fcb6ab-fea,ACC-003,compute_minutes,4889,2025-06-30T10:13:00,product_telemetry
c11d81df-ac7,ACC-003,api_call,4889,2025-06-29T12:07:00,product_telemetry
53ca21fc-533,ACC-003,data_processed_gb,4889,2025-06-29T11:29:00,product_telemetry
5e6197d7-25f,ACC-003,compute_minutes,4888,2025-06-28T16:59:00,product_telemetry
4cb37600-00f,ACC-003,api_call,4889,2025-06-28T08:36:00,product_telemetry
fcd41557-64c,ACC-003,data_processed_gb,4889,2025-06-27T18:17:00,product_telemetry
cb86f75d-1c1,ACC-003,compute_minutes,4889,2025-06-28T03:51:00,product_telemetry
b63fff85-9c1,ACC-003,api_call,4889,2025-06-27T04:21:00,product_telemetry
06c333b4-099,ACC-003,data_processed_gb,4889,2025-06-26T18:54:00,product_telemetry
3caebf3c-237,ACC-003,compute_minutes,4889,2025-06-27T11:18:00,product_telemetry
c36b4bbb-964,ACC-003,api_call,4889,2025-06-25T21:11:00,product_telemetry
cc007749-063,ACC-003,data_processed_gb,4889,2025-06-25T22:10:00,product_telemetry
67a262ca-247,ACC-003,compute_minutes,4889,2025-06-25T23:48:00,product_telemetry
d96102eb-eb3,ACC-003,api_call,4889,2025-06-25T04:18:00,product_telemetry
f911b370-d96,ACC-003,data_processed_gb,4889,2025-06-24T22:29:00,product_telemetry
c9dd1d15-545,ACC-003,compute_minutes,4889,2025-06-24T21:44:00,product_telemetry
a1fec917-ba2,ACC-003,api_call,4889,2025-06-23T20:39:00,product_telemetry
aab6e1f2-c24,ACC-003,data_processed_gb,4889,2025-06-23T20:26:00,product_telemetry
2ff9159c-fa9,ACC-003,compute_minutes,4889,2025-06-24T13:12:00,product_telemetry
35f54c3e-f35,ACC-003,api_call,4889,2025-06-23T12:33:00,product_telemetry
2b47d08d-731,ACC-003,data_processed_gb,4889,2025-06-23T10:36:00,product_telemetry
d55d0778-8d7,ACC-003,compute_minutes,4889,2025-06-22T23:40:00,product_telemetry
89e0201e-513,ACC-003,api_call,4889,2025-06-22T01:32:00,product_telemetry
d4690904-cfb,ACC-003,data_processed_gb,4889,2025-06-21T23:58:00,product_telemetry
d8f7ccff-114,ACC-003,compute_minutes,4889,2025-06-22T12:49:00,product_telemetry
da42c340-23c,ACC-003,api_call,4889,2025-06-20T20:18:00,product_telemetry
48842f32-78c,ACC-003,data_processed_gb,4889,2025-06-21T04:04:00,product_telemetry
57de81d3-bc9,ACC-003,compute_minutes,4889,2025-06-20T15:50:00,product_telemetry
3b7c6138-7f8,ACC-003,api_call,4889,2025-06-19T22:33:00,product_telemetry
afd1db67-ff4,ACC-003,data_processed_gb,4888,2025-06-20T09:41:00,product_telemetry
d9a85233-f5a,ACC-003,compute_minutes,4889,2025-06-19T15:36:00,product_telemetry
1f153320-a30,ACC-003,api_call,4889,2025-06-18T22:12:00,product_telemetry
f8e9fb98-484,ACC-003,data_processed_gb,4889,2025-06-19T10:24:00,product_telemetry
e656ba95-e4d,ACC-003,compute_minutes,4888,2025-06-18T16:29:00,product_telemetry
8c63daaa-73b,ACC-003,api_call,4888,2025-06-17T16:25:00,product_telemetry
81b41afc-ae5,ACC-003,data_processed_gb,4888,2025-06-17T16:26:00,product_telemetry
87861471-1cb,ACC-003,compute_minutes,4889,2025-06-17T19:30:00,product_telemetry
3509739a-94e,ACC-003,api_call,4889,2025-06-16T22:25:00,product_telemetry
c4d6a707-db2,ACC-003,data_processed_gb,4889,2025-06-17T08:28:00,product_telemetry
c3c99ceb-d4e,ACC-003,compute_minutes,4889,2025-06-17T12:35:00,product_telemetry
76177811-b77,ACC-003,api_call,4889,2025-06-16T05:29:00,product_telemetry
f736747e-250,ACC-003,data_processed_gb,4889,2025-06-15T19:36:00,product_telemetry
917f609a-2c6,ACC-003,compute_minutes,4889,2025-06-15T18:17:00,product_telemetry
3f2fc7f3-e22,ACC-003,api_call,4889,2025-06-15T02:11:00,product_telemetry
5ec499aa-aa7,ACC-003,data_processed_gb,4889,2025-06-15T04:40:00,product_telemetry
b10000c6-04e,ACC-003,compute_minutes,4889,2025-06-15T12:59:00,product_telemetry
a7ee3967-786,ACC-003,api_call,4889,2025-06-13T19:58:00,product_telemetry
27b81146-f1a,ACC-003,data_processed_gb,4889,2025-06-14T09:07:00,product_telemetry
2aa71d58-0e9,ACC-003,compute_minutes,4889,2025-06-14T02:38:00,product_telemetry
63bf8206-cfe,ACC-003,api_call,4889,2025-06-12T14:23:00,product_telemetry
01abdb40-cda,ACC-003,data_processed_gb,4889,2025-06-13T13:12:00,product_telemetry
8b78a120-168,ACC-003,compute_minutes,4889,2025-06-12T17:39:00,product_telemetry
b5c11e47-e9b,ACC-003,api_call,4889,2025-06-12T01:54:00,product_telemetry
9dcc2467-2a8,ACC-003,data_processed_gb,4889,2025-06-12T00:38:00,product_telemetry
06c00adb-03e,ACC-003,compute_minutes,4889,2025-06-12T02:34:00,product_telemetry
f4670f19-6e2,ACC-003,api_call,4888,2025-06-11T02:57:00,product_telemetry
9afb2485-4b4,ACC-003,data_processed_gb,4889,2025-06-10T16:45:00,product_telemetry
480769de-a96,ACC-003,compute_minutes,4889,2025-06-11T06:45:00,product_telemetry
42201ce9-142,ACC-004,api_call,2723,2025-07-09T19:29:00,product_telemetry
b26fbeab-4e8,ACC-004,data_processed_gb,2722,2025-07-10T07:18:00,product_telemetry
90b27356-3e4,ACC-004,compute_minutes,2722,2025-07-09T14:31:00,product_telemetry
a77b2ff7-904,ACC-004,api_call,2723,2025-07-09T05:01:00,product_telemetry
1409965c-b04,ACC-004,data_processed_gb,2723,2025-07-08T17:26:00,product_telemetry
a55d3f6b-575,ACC-004,compute_minutes,2722,2025-07-08T18:06:00,product_telemetry
bc10900e-22f,ACC-004,api_call,2722,2025-07-08T00:01:00,product_telemetry
07029eb6-cec,ACC-004,data_processed_gb,2723,2025-07-07T19:14:00,product_telemetry
d7e1f3ec-655,ACC-004,compute_minutes,2722,2025-07-07T17:57:00,product_telemetry
33e074c0-e1c,ACC-004,api_call,2722,2025-07-06T21:48:00,product_telemetry
5bbe5a11-720,ACC-004,data_processed_gb,2722,2025-07-07T02:31:00,product_telemetry
de77ff77-2e0,ACC-004,compute_minutes,2722,2025-07-07T09:45:00,product_telemetry
453cca72-dc5,ACC-004,api_call,2722,2025-07-06T09:13:00,product_telemetry
29e914ee-8ac,ACC-004,data_processed_gb,2722,2025-07-05T16:12:00,product_telemetry
f5d868f5-79f,ACC-004,compute_minutes,2722,2025-07-06T04:06:00,product_telemetry
4e55d8d7-763,ACC-004,api_call,2722,2025-07-05T00:34:00,product_telemetry
dba0c4b2-cef,ACC-004,data_processed_gb,2722,2025-07-05T03:05:00,product_telemetry
a4274586-25d,ACC-004,compute_minutes,2722,2025-07-05T11:20:00,product_telemetry
45af9ae3-d4f,ACC-004,api_call,2723,2025-07-04T07:06:00,product_telemetry
1fb58816-cd7,ACC-004,data_processed_gb,2722,2025-07-04T00:43:00,product_telemetry
0e45f04a-2ad,ACC-004,compute_minutes,2723,2025-07-04T04:19:00,product_telemetry
ef4624da-b75,ACC-004,api_call,2722,2025-07-03T08:44:00,product_telemetry
6339e6bd-445,ACC-004,data_processed_gb,2722,2025-07-02T16:22:00,product_telemetry
183be0b9-e6b,ACC-004,compute_minutes,2723,2025-07-03T06:35:00,product_telemetry
0623cb45-85b,ACC-004,api_call,2722,2025-07-02T06:53:00,product_telemetry
45facd7a-879,ACC-004,data_processed_gb,2722,2025-07-02T09:48:00,product_telemetry
e09bacfc-f96,ACC-004,compute_minutes,2722,2025-07-02T13:45:00,product_telemetry
d0154825-59a,ACC-004,api_call,2722,2025-07-01T04:31:00,product_telemetry
a648b235-749,ACC-004,data_processed_gb,2722,2025-06-30T22:25:00,product_telemetry
b35a6537-dd2,ACC-004,compute_minutes,2722,2025-07-01T00:33:00,product_telemetry
d3ec95fb-417,ACC-004,api_call,2722,2025-06-29T17:03:00,product_telemetry
f84135d6-6d6,ACC-004,data_processed_gb,2722,2025-06-30T12:48:00,product_telemetry
b053b529-e1c,ACC-004,compute_minutes,2723,2025-06-30T08:43:00,product_telemetry
67fdc91b-879,ACC-004,api_call,2722,2025-06-29T09:59:00,product_telemetry
bd922736-ba7,ACC-004,data_processed_gb,2722,2025-06-29T05:10:00,product_telemetry
328b5627-fb6,ACC-004,compute_minutes,2722,2025-06-29T05:18:00,product_telemetry
0f2f791f-c4b,ACC-004,api_call,2723,2025-06-27T20:49:00,product_telemetry
b54f0903-c0d,ACC-004,data_processed_gb,2723,2025-06-27T17:06:00,product_telemetry
f4ea17c5-bf6,ACC-004,compute_minutes,2723,2025-06-28T12:14:00,product_telemetry
5fee2194-458,ACC-004,api_call,2722,2025-06-26T22:10:00,product_telemetry
772f9cb2-7c5,ACC-004,data_processed_gb,2722,2025-06-27T13:57:00,product_telemetry
02c313c0-de6,ACC-004,compute_minutes,2722,2025-06-27T11:40:00,product_telemetry
339f6b34-3ee,ACC-004,api_call,2722,2025-06-25T18:41:00,product_telemetry
c0b24ac6-cb9,ACC-004,data_processed_gb,2722,2025-06-26T11:03:00,product_telemetry
fed74f72-a05,ACC-004,compute_minutes,2722,2025-06-26T00:03:00,product_telemetry
e4dc84b2-ced,ACC-004,api_call,2722,2025-06-25T02:18:00,product_telemetry
0a5e29be-0d6,ACC-004,data_processed_gb,2722,2025-06-24T16:04:00,product_telemetry
19f76438-641,ACC-004,compute_minutes,2723,2025-06-25T11:35:00,product_telemetry
94fc3f62-30c,ACC-004,api_call,2722,2025-06-23T14:07:00,product_telemetry
a0f8e69f-3dc,ACC-004,data_processed_gb,2722,2025-06-24T09:45:00,product_telemetry
9d732469-48c,ACC-004,compute_minutes,2722,2025-06-24T10:24:00,product_telemetry
f30046cc-0bf,ACC-004,api_call,2722,2025-06-22T14:28:00,product_telemetry
f233c0b0-a49,ACC-004,data_processed_gb,2722,2025-06-23T10:27:00,product_telemetry
7e270128-58d,ACC-004,compute_minutes,2722,2025-06-22T16:07:00,product_telemetry
fe89d61b-3c7,ACC-004,api_call,2722,2025-06-21T19:11:00,product_telemetry
a4b3221d-7e7,ACC-004,data_processed_gb,2722,2025-06-21T21:44:00,product_telemetry
53e0fe9f-f60,ACC-004,compute_minutes,2722,2025-06-21T22:04:00,product_telemetry
9f81ac7d-100,ACC-004,api_call,2723,2025-06-21T11:45:00,product_telemetry
34e83fc4-996,ACC-004,data_processed_gb,2722,2025-06-20T18:53:00,product_telemetry
72d11367-aba,ACC-004,compute_minutes,2722,2025-06-21T03:39:00,product_telemetry
95d4657c-b9e,ACC-004,api_call,2723,2025-06-19T19:13:00,product_telemetry
6b33fcbf-57f,ACC-004,data_processed_gb,2722,2025-06-20T01:09:00,product_telemetry
89ab1058-fb9,ACC-004,compute_minutes,2722,2025-06-19T14:13:00,product_telemetry
70d43365-3d2,ACC-004,api_call,2723,2025-06-19T06:01:00,product_telemetry
bf68e218-623,ACC-004,data_processed_gb,2722,2025-06-19T00:47:00,product_telemetry
7efd6804-d42,ACC-004,compute_minutes,2722,2025-06-19T09:54:00,product_telemetry
97d72f92-261,ACC-004,api_call,2722,2025-06-18T08:47:00,product_telemetry
71267bbc-c15,ACC-004,data_processed_gb,2722,2025-06-18T05:32:00,product_telemetry
366d6792-0e5,ACC-004,compute_minutes,2722,2025-06-18T00:44:00,product_telemetry
79ca4187-fd3,ACC-004,api_call,2722,2025-06-16T19:57:00,product_telemetry
f5d3c053-36b,ACC-004,data_processed_gb,2722,2025-06-16T22:26:00,product_telemetry
9e226746-347,ACC-004,compute_minutes,2722,2025-06-17T02:16:00,product_telemetry
dfff011f-659,ACC-004,api_call,2722,2025-06-16T10:40:00,product_telemetry
ff5bf77c-b82,ACC-004,data_processed_gb,2722,2025-06-15T20:33:00,product_telemetry
9909fe02-58e,ACC-004,compute_minutes,2722,2025-06-15T22:17:00,product_telemetry
f617c33b-aae,ACC-004,api_call,2722,2025-06-15T06:43:00,product_telemetry
a15331a1-78a,ACC-004,data_processed_gb,2722,2025-06-15T09:37:00,product_telemetry
697f9ad4-671,ACC-004,compute_minutes,2723,2025-06-14T22:15:00,product_telemetry
ecfbc137-1b4,ACC-004,api_call,2722,2025-06-14T02:08:00,product_telemetry
af5c027a-a23,ACC-004,data_processed_gb,2722,2025-06-14T04:59:00,product_telemetry
3aa47d3b-209,ACC-004,compute_minutes,2723,2025-06-13T17:03:00,product_telemetry
4a8a6f87-c5e,ACC-004,api_call,2722,2025-06-12T18:58:00,product_telemetry
9ff0336b-ec0,ACC-004,data_processed_gb,2722,2025-06-12T14:18:00,product_telemetry
03b9f0bd-fcc,ACC-004,compute_minutes,2723,2025-06-13T12:16:00,product_telemetry
d1886b9b-4d2,ACC-004,api_call,2722,2025-06-11T16:45:00,product_telemetry
a83cf737-5b6,ACC-004,data_processed_gb,2723,2025-06-12T05:25:00,product_telemetry
27f1e34d-89d,ACC-004,compute_minutes,2723,2025-06-12T01:41:00,product_telemetry
8cc1d92d-46f,ACC-004,api_call,2722,2025-06-10T17:16:00,product_telemetry
92bc21cd-61a,ACC-004,data_processed_gb,2722,2025-06-11T02:03:00,product_telemetry
fa577f17-d71,ACC-004,compute_minutes,2722,2025-06-10T16:53:00,product_telemetry
134dcfa4-b2b,ACC-005,api_call,525,2025-07-10T12:35:00,product_telemetry
4e89b86c-d0a,ACC-005,data_processed_gb,526,2025-07-09T18:33:00,product_telemetry
f04d50f2-b86,ACC-005,compute_minutes,526,2025-07-09T18:44:00,product_telemetry
510beb4d-56c,ACC-005,api_call,526,2025-07-09T09:55:00,product_telemetry
cdd7d989-749,ACC-005,data_processed_gb,526,2025-07-09T02:50:00,product_telemetry
495c7a07-5a0,ACC-005,compute_minutes,526,2025-07-08T19:53:00,product_telemetry
7d7d5ad1-777,ACC-005,api_call,526,2025-07-08T13:15:00,product_telemetry
afd0e872-b46,ACC-005,data_processed_gb,525,2025-07-07T21:33:00,product_telemetry
e19e1b9f-32c,ACC-005,compute_minutes,526,2025-07-07T23:08:00,product_telemetry
22a15061-7fb,ACC-005,api_call,525,2025-07-06T16:29:00,product_telemetry
f6af46a7-2c5,ACC-005,data_processed_gb,525,2025-07-07T10:46:00,product_telemetry
0e060d0a-5fe,ACC-005,compute_minutes,526,2025-07-06T15:47:00,product_telemetry
1497412a-3ed,ACC-005,api_call,526,2025-07-06T07:05:00,product_telemetry
b3735d52-b13,ACC-005,data_processed_gb,525,2025-07-06T05:42:00,product_telemetry
69e63380-5c6,ACC-005,compute_minutes,526,2025-07-05T14:29:00,product_telemetry
3fe2c5bf-b6a,ACC-005,api_call,525,2025-07-05T01:52:00,product_telemetry
65445065-f92,ACC-005,data_processed_gb,526,2025-07-05T00:06:00,product_telemetry
4bf78046-24d,ACC-005,compute_minutes,526,2025-07-05T07:22:00,product_telemetry
53c135d5-f0a,ACC-005,api_call,526,2025-07-04T07:08:00,product_telemetry
0cecbbaa-bbf,ACC-005,data_processed_gb,526,2025-07-04T04:14:00,product_telemetry
b3971e5f-7e9,ACC-005,compute_minutes,525,2025-07-03T16:48:00,product_telemetry
3d8647d9-588,ACC-005,api_call,526,2025-07-03T00:49:00,product_telemetry
6df6c3ba-bc6,ACC-005,data_processed_gb,526,2025-07-03T00:10:00,product_telemetry
7de39b5d-243,ACC-005,compute_minutes,526,2025-07-03T09:59:00,product_telemetry
afb55108-77b,ACC-005,api_call,525,2025-07-02T04:44:00,product_telemetry
702457a6-4e5,ACC-005,data_processed_gb,525,2025-07-02T06:21:00,product_telemetry
7a20be64-1bc,ACC-005,compute_minutes,526,2025-07-01T23:02:00,product_telemetry
c0bd61d6-ff8,ACC-005,api_call,526,2025-07-01T06:37:00,product_telemetry
69c3e9e0-8b2,ACC-005,data_processed_gb,526,2025-06-30T19:17:00,product_telemetry
f744cee2-32b,ACC-005,compute_minutes,526,2025-06-30T17:31:00,product_telemetry
d9536dbf-c3c,ACC-005,api_call,526,2025-06-30T12:00:00,product_telemetry
5c19b740-650,ACC-005,data_processed_gb,526,2025-06-29T22:52:00,product_telemetry
e4dbf4ca-502,ACC-005,compute_minutes,526,2025-06-30T03:16:00,product_telemetry
3d669545-073,ACC-005,api_call,526,2025-06-29T01:17:00,product_telemetry
551aa44b-d47,ACC-005,data_processed_gb,525,2025-06-29T07:15:00,product_telemetry
d6aca77f-c78,ACC-005,compute_minutes,526,2025-06-29T01:15:00,product_telemetry
eed9edae-137,ACC-005,api_call,526,2025-06-28T00:13:00,product_telemetry
ba4fe7df-085,ACC-005,data_processed_gb,526,2025-06-27T18:44:00,product_telemetry
257cedf5-f0f,ACC-005,compute_minutes,526,2025-06-28T11:54:00,product_telemetry
1d5da9ad-387,ACC-005,api_call,526,2025-06-26T20:57:00,product_telemetry
4d81dafb-c06,ACC-005,data_processed_gb,526,2025-06-27T12:39:00,product_telemetry
a1427cd4-a41,ACC-005,compute_minutes,526,2025-06-27T06:30:00,product_telemetry
28c28bf5-2b5,ACC-005,api_call,526,2025-06-26T02:22:00,product_telemetry
